word,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,非零平均排位,非零个数,综合评分,均值归一,个数归一,rate,0.7,,
certification,0.000929165,0.003693696,0.0002681,0,0,0,0.001276417,0,0,0.000709739,0.001038212,0,0.001319222,6,0.137131993,0.001097652,0.454545455,0,,,
graphically,0.000516203,0.000246246,0.003485296,0.000894612,0,0,0,0,0.000573414,0,0.002076423,0,0.001298699,6,0.137093257,0.001042315,0.454545455,0,,,
sheet,0.001342128,0.001231232,0.002680997,0,0,0.001079157,0.000638209,0.000640001,0,0,0,0,0.001268621,6,0.137036484,0.000961212,0.454545455,0,,,
tour,0.000412962,0.000984986,0.000536199,0,0,0.000539579,0.000638209,0.004480009,0,0,0,0,0.001265324,6,0.137030262,0.000952322,0.454545455,0,,,
adaptable,0.000825925,0.003693696,0.0002681,0.001341917,0,0,0.000638209,0,0,0.000709739,0,0,0.001246264,6,0.136994287,0.00090093,0.454545455,0,,,
auxiliary,0.000309722,0.000246246,0.001072399,0,0.004147971,0,0.000638209,0,0,0,0.001038212,0,0.001242126,6,0.136986477,0.000889772,0.454545455,0,,,
min,0.00351018,0,0.0002681,0.000894612,0.000460886,0.001618736,0,0.000640001,0,0,0,0,0.001232086,6,0.136967525,0.000862698,0.454545455,0,,,
bivariate,0.000103241,0,0,0,0.004147971,0,0.000638209,0.000640001,0.001146829,0.000709739,0,0,0.001230998,6,0.136965473,0.000859766,0.454545455,0,,,
chair,0.000103241,0.000492493,0,0.000447306,0,0,0,0.000640001,0.004587314,0,0.001038212,0,0.001218094,6,0.136941117,0.000824972,0.454545455,0,,,
sacrifice,0,0.000246246,0.0002681,0,0.000921771,0.004316629,0.000638209,0,0,0.000709739,0,0,0.001183449,6,0.136875724,0.000731554,0.454545455,0,,,
hearing,0.000309722,0.000738739,0.0002681,0,0,0,0.004467461,0,0.000573414,0.000709739,0,0,0.001177862,6,0.13686518,0.00071649,0.454545455,0,,,
requisite,0.000516203,0.000492493,0.000804299,0.000447306,0,0.000539579,0,0,0,0.004258433,0,0,0.001176385,6,0.136862392,0.000712508,0.454545455,0,,,
transmit,0.000619444,0.000246246,0.002949097,0.001341917,0,0,0,0.000640001,0,0,0.001038212,0,0.001139153,6,0.136792116,0.000612114,0.454545455,0,,,
occupational,0.000619444,0.000246246,0,0,0.000460886,0.001079157,0,0.003840008,0.000573414,0,0,0,0.001136526,6,0.136787158,0.00060503,0.454545455,0,,,
travel,0.000206481,0.000246246,0.000804299,0.000447306,0,0,0,0,0.003440486,0,0.001038212,0,0.001030505,6,0.136587045,0.000319155,0.454545455,0,,,
fuzzy,0.003731318,0.00296661,0.024958193,0.006368626,0,0,0,0,0,0,0.025015344,0,0.012608018,5,0.131166695,0.031536837,0.363636364,0,,,
outreach,0,0,0,0.030373447,0,0,0,0.002803747,0.004396068,0,0.001137061,0.001253634,0.007992791,5,0.122455525,0.019092309,0.363636364,0,,,
electromagnetic,0.00011307,0.000269692,0.002936258,0.007348415,0,0,0,0,0,0,0.028426528,0,0.007818792,5,0.122127105,0.018623137,0.363636364,0,,,
bologna,0.00022614,0,0.001468129,0.002449472,0,0,0,0.001401873,0,0,0.031837711,0,0.007476665,5,0.121481345,0.017700622,0.363636364,0,,,
srl,0.004070529,0.003505994,0,0,0,0.004136668,0.004892813,0,0,0.019432849,0,0,0.00720777,5,0.12097381,0.016975573,0.363636364,0,,,
anchor,0.001243773,0.00296661,0,0,0.026752661,0.001772858,0,0,0.002512039,0,0,0,0.007049588,5,0.120675244,0.01654905,0.363636364,0,,,
robotic,0.001243773,0.000269692,0.007340645,0.011267569,0,0,0,0,0,0,0.012507672,0,0.00652587,5,0.119686734,0.015136893,0.363636364,0,,,
courseware,0.005314301,0.007821063,0.004698013,0.00342926,0,0,0,0,0.008792137,0,0,0,0.006010955,5,0.11871484,0.013748472,0.363636364,0,,,
dimensionality,0.00022614,0.000539384,0,0,0.021704989,0,0.005591786,0,0,0.001554628,0,0,0.005923386,5,0.118549554,0.013512349,0.363636364,0,,,
storytelling,0.003279037,0.009708906,0,0,0,0.00472762,0,0,0,0.00388657,0,0.005014535,0.005323334,5,0.117416965,0.011894366,0.363636364,0,,,
computation,0.000565351,0,0.005872516,0.007348415,0.00353337,0,0,0,0,0,0.009096489,0,0.005283228,5,0.117341267,0.011786225,0.363636364,0,,,
ltd,0.062994995,0,0,0,0,0,0,0,0,0,0,0,0.062994995,1,0.117180424,0.167400605,0,0,,,
podcast,0.006218863,0.002696918,0,0,0,0.006500478,0.002795893,0,0,0.00777314,0,0,0.005197059,5,0.117178623,0.011553877,0.363636364,0,,,
manufacturing,0,0.000269692,0.011451406,0.002449472,0,0,0,0,0.00125602,0,0.007959428,0,0.004677203,5,0.116197404,0.010152136,0.363636364,0,,,
museum,0.004183599,0.00728168,0,0.000489894,0,0.006500478,0,0.004906556,0,0,0,0,0.004672441,5,0.116188416,0.010139296,0.363636364,0,,,
analog,0.00022614,0,0.002349006,0.015676618,0.000504767,0,0,0,0,0,0.004548244,0,0.004660955,5,0.116166736,0.010108324,0.363636364,0,,,
gui,0.00011307,0.000269692,0.010570529,0.002449472,0,0,0,0,0,0,0.009096489,0,0.00449985,5,0.115862653,0.00967392,0.363636364,0,,,
genetics,0.000452281,0,0.000293626,0,0,0.000590953,0.00419384,0.016822479,0,0,0,0,0.004470636,5,0.115807511,0.009595145,0.363636364,0,,,
liquid,0,0,0.002936258,0.000489894,0,0,0,0.001401873,0,0,0.013644733,0.003760902,0.004446732,5,0.115762393,0.009530692,0.363636364,0,,,
se,0.000678421,0.000539384,0,0.007838309,0.011609645,0,0.001397947,0,0,0,0,0,0.004412741,5,0.115698236,0.009439038,0.363636364,0,,,
rasch,0.001122266,0.000594844,0,0,0.069026829,0,0,0.004638047,0,0,0,0,0.018845497,4,0.115667111,0.048355613,0.272727273,0,,,
discussed,0.015942904,0,0,0.000489894,0.002523836,0,0.001397947,0,0,0.001554628,0,0,0.004381842,5,0.115639914,0.009355721,0.363636364,0,,,
gate,0.00022614,0,0.001174503,0.009307992,0.000504767,0,0,0,0,0,0.01023355,0,0.004289391,5,0.115465414,0.009106435,0.363636364,0,,,
impulse,0.00022614,0.000269692,0.000880877,0.006368626,0,0,0,0,0,0,0.013644733,0,0.004278014,5,0.11544394,0.009075759,0.363636364,0,,,
dialogic,0.002374475,0,0,0,0,0.001181905,0.001397947,0.003504683,0,0,0,0.012536338,0.00419907,5,0.115294934,0.008862893,0.363636364,0,,,
noise,0,0.000269692,0.001174503,0.005878732,0,0,0,0.009112176,0,0,0.004548244,0,0.004196669,5,0.115290404,0.008856421,0.363636364,0,,,
topology,0.00011307,0,0.001174503,0.004409049,0,0,0,0,0.003140049,0,0.011370611,0,0.004041456,5,0.114997442,0.008437904,0.363636364,0,,,
reciprocal,0.002487545,0.002696918,0,0,0,0.001181905,0.009086652,0,0,0.004663884,0,0,0.004023381,5,0.114963325,0.008389165,0.363636364,0,,,
covariates,0.000339211,0,0,0,0.015143016,0.000590953,0,0.00210281,0.001884029,0,0,0,0.004012004,5,0.11494185,0.008358487,0.363636364,0,,,
scaling,0.000791492,0.000269692,0,0,0.015143016,0.00236381,0.000698973,0,0,0,0,0,0.003853397,5,0.114642482,0.007930818,0.363636364,0,,,
excel,0.000452281,0,0.012038658,0,0,0.000590953,0.001397947,0,0,0,0.004548244,0,0.003805616,5,0.114552297,0.007801983,0.363636364,0,,,
com,0.000694627,0.000662721,0.096685696,0,0,0,0,0,0,0,0,0,0.032681015,3,0.11450871,0.085661794,0.181818182,0,,,
attrition,0.00022614,0,0,0.001469683,0,0,0.000698973,0,0.010676166,0.005441198,0,0,0.003702432,5,0.114357539,0.007523756,0.363636364,0,,,
apps,0.004296669,0.002157535,0.000293626,0,0,0.001181905,0.010484599,0,0,0,0,0,0.003682867,5,0.114320609,0.007471,0.363636364,0,,,
representational,0.002939826,0,0,0,0,0.004136668,0.002795893,0,0.007536117,0.000777314,0,0,0.003637164,5,0.114234345,0.007347766,0.363636364,0,,,
ipads,0.002148335,0.000809076,0,0,0,0.001772858,0.00209692,0,0,0,0,0.011282705,0.003621978,5,0.114205683,0.007306821,0.363636364,0,,,
paced,0.001469913,0.002157535,0,0.001469683,0,0.001772858,0.011183572,0,0,0,0,0,0.003610712,5,0.114184418,0.007276442,0.363636364,0,,,
biotechnology,0.00022614,0.000269692,0,0.000489894,0,0,0,0.016121542,0,0.000777314,0,0,0.003576917,5,0.11412063,0.007185316,0.363636364,0,,,
steady,0.000339211,0,0.007634271,0.002449472,0,0,0.001397947,0,0,0,0.005685306,0,0.003501241,5,0.113977794,0.006981263,0.363636364,0,,,
remotely,0.001356843,0.000539384,0.004698013,0.003919154,0,0,0,0,0,0,0.006822367,0,0.003467152,5,0.113913451,0.006889346,0.363636364,0,,,
sat,0.000339211,0.000809076,0,0,0.012114413,0,0,0,0.003140049,0.000777314,0,0,0.003436012,5,0.113854675,0.00680538,0.363636364,0,,,
mi,0,0,0.000880877,0.00342926,0.008076275,0.001181905,0,0,0,0,0.003411183,0,0.0033959,5,0.113778964,0.006697222,0.363636364,0,,,
ethnographic,0.00022614,0.000539384,0,0,0,0.002954763,0,0,0.008164127,0,0,0.005014535,0.00337979,5,0.113748556,0.006653782,0.363636364,0,,,
biomedical,0.000565351,0,0.00352351,0.007838309,0,0,0,0,0.002512039,0,0.002274122,0,0.003342666,5,0.113678486,0.006553681,0.363636364,0,,,
derivation,0,0.000269692,0.000880877,0.00342926,0.004038138,0,0,0,0,0,0.007959428,0,0.003315479,5,0.11362717,0.006480373,0.363636364,0,,,
solar,0.000565351,0,0.002642632,0.001959577,0,0,0,0.00210281,0,0,0.009096489,0,0.003273372,5,0.113547694,0.006366836,0.363636364,0,,,
sd,0.000565351,0.000539384,0,0,0.002523836,0,0.011183572,0,0,0.001554628,0,0,0.003273354,5,0.113547661,0.006366788,0.363636364,0,,,
intensity,0.001696054,0.001078767,0,0,0,0.003545715,0.007688706,0,0,0.002331942,0,0,0.003268237,5,0.113538002,0.006352989,0.363636364,0,,,
eg,0.001696054,0,0,0,0,0.001772858,0.005591786,0.004906556,0,0.002331942,0,0,0.003259839,5,0.113522151,0.006330346,0.363636364,0,,,
particle,0.000339211,0.001078767,0.004404387,0.000489894,0,0,0,0.009813113,0,0,0,0,0.003225074,5,0.113456533,0.006236606,0.363636364,0,,,
conferencing,0.002374475,0.002696918,0,0.000979789,0,0.001181905,0,0,0,0,0,0.008775437,0.003201705,5,0.113412424,0.006173592,0.363636364,0,,,
generalizability,0.000565351,0.000539384,0,0,0.01261918,0,0.001397947,0,0,0.000777314,0,0,0.003179835,5,0.113371145,0.006114622,0.363636364,0,,,
bond,0.001017632,0.002157535,0.001468129,0,0,0,0.002795893,0.00841124,0,0,0,0,0.003170086,5,0.113352743,0.006088334,0.363636364,0,,,
income,0.001582983,0,0,0,0.000504767,0.001772858,0.007688706,0.00420562,0,0,0,0,0.003150987,5,0.113316694,0.006036836,0.363636364,0,,,
loading,0.000339211,0.000269692,0.000880877,0,0.013123947,0,0,0,0,0,0.001137061,0,0.003150158,5,0.113315129,0.0060346,0.363636364,0,,,
cl,0.001469913,0.000809076,0,0.001469683,0,0,0.008387679,0.003504683,0,0,0,0,0.003128207,5,0.113273697,0.005975411,0.363636364,0,,,
clickers,0.004070529,0.003236302,0,0,0,0.004136668,0.003494866,0,0.00062801,0,0,0,0.003113275,5,0.113245514,0.005935149,0.363636364,0,,,
continuance,0.004183599,0.001348459,0,0,0,0.004136668,0.000698973,0,0,0,0,0.005014535,0.003076447,5,0.113176001,0.005835846,0.363636364,0,,,
recovery,0.00011307,0,0.000293626,0.000489894,0.012114413,0,0,0,0,0,0.002274122,0,0.003057025,5,0.113139343,0.005783477,0.363636364,0,,,
permanent,0.000452281,0,0.001468129,0.003919154,0,0,0,0.001401873,0,0,0.007959428,0,0.003040173,5,0.113107535,0.005738037,0.363636364,0,,,
books,0.003165967,0.004854453,0,0,0,0.001181905,0.004892813,0,0,0.000777314,0,0,0.00297449,5,0.11298356,0.00556093,0.363636364,0,,,
ipad,0.002261405,0.000539384,0,0,0,0.001772858,0.001397947,0,0,0,0,0.008775437,0.002949406,5,0.112936213,0.005493292,0.363636364,0,,,
hispanic,0.000678421,0,0,0.000979789,0.002019069,0,0.008387679,0,0.002512039,0,0,0,0.002915399,5,0.112872027,0.005401596,0.363636364,0,,,
nxt,0.000339211,0,0.000293626,0.006368626,0,0,0,0.00630843,0,0,0.001137061,0,0.002889391,5,0.112822935,0.005331466,0.363636364,0,,,
sl,0.002826756,0.001348459,0,0,0,0.00236381,0.006290759,0,0,0.001554628,0,0,0.002876883,5,0.112799327,0.005297739,0.363636364,0,,,
dyad,0.003279037,0.002696918,0,0,0.000504767,0.001181905,0,0,0,0.006218512,0,0,0.002776228,5,0.112609342,0.005026333,0.363636364,0,,,
pisa,0.001922194,0.000269692,0,0,0.004542905,0,0.00419384,0.002803747,0,0,0,0,0.002746475,5,0.112553185,0.004946108,0.363636364,0,,,
radio,0.000339211,0.000539384,0.001761755,0.005388837,0,0,0,0,0,0,0.005685306,0,0.002742898,5,0.112546434,0.004936464,0.363636364,0,,,
inverse,0.00011307,0,0.003817135,0.005878732,0.002523836,0,0,0,0,0,0.001137061,0,0.002693967,5,0.112454076,0.004804524,0.363636364,0,,,
jigsaw,0.000339211,0.002427227,0,0.000489894,0,0.005909526,0,0.00420562,0,0,0,0,0.002674295,5,0.112416946,0.004751482,0.363636364,0,,,
theorem,0.000339211,0.000809076,0.001761755,0.004409049,0,0,0,0,0,0,0.005685306,0,0.002600879,5,0.112278374,0.004553522,0.363636364,0,,,
tel,0.002600616,0.003775686,0,0.000979789,0,0,0,0,0,0.003109256,0,0.002507268,0.002594523,5,0.112266377,0.004536382,0.363636364,0,,,
conceptualisation,0.00022614,0,0,0,0,0.00236381,0,0.00420562,0,0.002331942,0,0.003760902,0.002577683,5,0.112234592,0.004490975,0.363636364,0,,,
ip,0.000791492,0,0.001761755,0.004409049,0,0,0,0,0,0,0.003411183,0.002507268,0.002576149,5,0.112231697,0.00448684,0.363636364,0,,,
ordinal,0.00022614,0,0,0,0.010600111,0,0.000698973,0.000700937,0.00062801,0,0,0,0.002570834,5,0.112221665,0.004472509,0.363636364,0,,,
sensory,0.001696054,0.001348459,0.001174503,0,0.001514302,0.007091431,0,0,0,0,0,0,0.00256495,5,0.112210558,0.004456641,0.363636364,0,,,
astronomy,0.000678421,0.000539384,0.000587252,0.000489894,0,0,0,0.010514049,0,0,0,0,0.0025618,5,0.112204613,0.004448149,0.363636364,0,,,
advisor,0,0.001618151,0,0.001959577,0,0.001772858,0,0,0.005024078,0.002331942,0,0,0.002541321,5,0.11216596,0.004392929,0.363636364,0,,,
arm,0.00011307,0.000269692,0.005285264,0.00342926,0,0,0,0,0,0,0.003411183,0,0.002501694,5,0.112091164,0.004286078,0.363636364,0,,,
focal,0.000339211,0.000269692,0,0,0.010600111,0.000590953,0,0,0.00062801,0,0,0,0.002485595,5,0.112060778,0.004242669,0.363636364,0,,,
violation,0.000339211,0.001618151,0.000587252,0,0.00908581,0,0,0,0,0.000777314,0,0,0.002481547,5,0.112053138,0.004231755,0.363636364,0,,,
reconfigurable,0.00011307,0.000539384,0.002055381,0.003919154,0,0,0,0,0,0,0.005685306,0,0.002462459,5,0.112017108,0.004180285,0.363636364,0,,,
gi,0.001922194,0.000269692,0.001174503,0,0,0,0,0.001401873,0,0,0,0.007521803,0.002458013,5,0.112008717,0.004168297,0.363636364,0,,,
messaging,0.003279037,0.001887843,0,0.000489894,0,0,0.00419384,0,0,0.002331942,0,0,0.002436511,5,0.111968132,0.004110319,0.363636364,0,,,
ga,0.001356843,0.000269692,0.003817135,0,0.001009534,0,0,0,0,0,0.005685306,0,0.002427702,5,0.111951505,0.004086566,0.363636364,0,,,
handling,0.000339211,0,0.001468129,0.001469683,0.002019069,0,0,0,0,0,0.006822367,0,0.002423692,5,0.111943936,0.004075752,0.363636364,0,,,
arbitrary,0.00022614,0.000269692,0.001468129,0,0.001009534,0,0,0,0,0,0.009096489,0,0.002413997,5,0.111925637,0.004049611,0.363636364,0,,,
tpd,0.000904562,0.001618151,0,0,0,0.000590953,0.001397947,0,0,0,0,0.007521803,0.002406683,5,0.111911832,0.00402989,0.363636364,0,,,
ld,0.000791492,0.005393837,0.001761755,0.000489894,0.00353337,0,0,0,0,0,0,0,0.00239407,5,0.111888025,0.003995879,0.363636364,0,,,
metadata,0.001696054,0.006742296,0.000587252,0.000979789,0,0.001772858,0,0,0,0,0,0,0.002355649,5,0.111815507,0.003892283,0.363636364,0,,,
entropy,0.00022614,0.000539384,0,0.001469683,0.004542905,0,0,0.004906556,0,0,0,0,0.002336934,5,0.111780181,0.003841818,0.363636364,0,,,
archive,0.002939826,0.000809076,0.000880877,0,0,0,0.000698973,0,0,0,0,0.006268169,0.002319384,5,0.111747057,0.003794497,0.363636364,0,,,
madrid,0.000339211,0.000269692,0.002642632,0.004898943,0,0,0,0,0,0,0.003411183,0,0.002312332,5,0.111733747,0.003775482,0.363636364,0,,,
leisure,0.002261405,0.000809076,0,0,0,0.000590953,0,0,0,0.001554628,0,0.006268169,0.002296846,5,0.111704517,0.003733725,0.363636364,0,,,
executive,0.000791492,0.001078767,0,0,0.001514302,0.005909526,0.00209692,0,0,0,0,0,0.002278201,5,0.111669325,0.003683451,0.363636364,0,,,
app,0.005088161,0.000539384,0.002642632,0,0,0.00236381,0.000698973,0,0,0,0,0,0.002266592,5,0.111647413,0.003652148,0.363636364,0,,,
coordinator,0.001922194,0.000539384,0,0,0,0.000590953,0,0.000700937,0,0,0,0.007521803,0.002255054,5,0.111625635,0.003621037,0.363636364,0,,,
parental,0.007236496,0.000809076,0,0,0,0.001181905,0.000698973,0,0.00125602,0,0,0,0.002236494,5,0.111590603,0.003570991,0.363636364,0,,,
sa,0,0.000539384,0,0.001469683,0.004542905,0,0,0.000700937,0,0.00388657,0,0,0.002227896,5,0.111574374,0.003547807,0.363636364,0,,,
resonance,0.00022614,0,0.000587252,0.000489894,0,0,0,0.000700937,0,0,0.009096489,0,0.002220142,5,0.11155974,0.003526901,0.363636364,0,,,
radiation,0,0,0.005285264,0.000979789,0,0,0,0.000700937,0.00062801,0,0.003411183,0,0.002201037,5,0.111523678,0.003475384,0.363636364,0,,,
plcs,0,0,0.000587252,0.001469683,0,0.001181905,0,0,0,0.000777314,0.006822367,0,0.002167704,5,0.111460763,0.003385506,0.363636364,0,,,
geography,0.002713686,0.001348459,0,0,0,0.000590953,0,0.004906556,0,0,0,0.001253634,0.002162658,5,0.111451238,0.003371898,0.363636364,0,,,
accountability,0.000678421,0.000809076,0,0,0.002019069,0,0.003494866,0,0,0,0,0.003760902,0.002152467,5,0.111432003,0.00334442,0.363636364,0,,,
browser,0.001017632,0.001618151,0.002055381,0.001469683,0,0,0,0,0,0,0.004548244,0,0.002141818,5,0.111411904,0.003315707,0.363636364,0,,,
therapy,0.001130702,0.001348459,0,0,0,0.00472762,0.001397947,0.00210281,0,0,0,0,0.002141508,5,0.111411318,0.00331487,0.363636364,0,,,
survival,0,0.000269692,0,0,0,0.001181905,0.000698973,0.002803747,0.005652088,0,0,0,0.002121281,5,0.11137314,0.00326033,0.363636364,0,,,
wikipedia,0.000339211,0.001887843,0,0.000489894,0,0.00236381,0,0,0,0.005441198,0,0,0.002104391,5,0.111341261,0.003214788,0.363636364,0,,,
haptic,0.001809124,0,0.000880877,0.002449472,0,0,0.000698973,0,0,0.004663884,0,0,0.002100466,5,0.111333852,0.003204205,0.363636364,0,,,
conservation,0.00011307,0.001078767,0.000587252,0.000979789,0,0,0,0.007710303,0,0,0,0,0.002093836,5,0.111321339,0.003186328,0.363636364,0,,,
correlated,0.00011307,0.000269692,0,0,0.008581042,0,0,0,0.00062801,0.000777314,0,0,0.002073826,5,0.111283569,0.003132371,0.363636364,0,,,
england,0.000565351,0.000269692,0,0,0,0.000590953,0.001397947,0,0,0,0,0.007521803,0.002069149,5,0.111274742,0.003119761,0.363636364,0,,,
propagation,0.000339211,0,0.000587252,0.002449472,0,0.00236381,0,0,0,0,0.004548244,0,0.002057598,5,0.111252939,0.003088614,0.363636364,0,,,
optic,0.000452281,0,0.000293626,0.000979789,0,0.000590953,0,0,0,0,0.007959428,0,0.002055215,5,0.111248442,0.00308219,0.363636364,0,,,
arabia,0.000339211,0,0,0.000979789,0.001514302,0,0,0.004906556,0,0,0.002274122,0,0.002002796,5,0.111149502,0.002940846,0.363636364,0,,,
sr,0.001130702,0.000809076,0,0,0,0.003545715,0,0,0.00062801,0.00388657,0,0,0.002000015,5,0.111144252,0.002933347,0.363636364,0,,,
exclusive,0.000452281,0.000269692,0,0,0.000504767,0.001772858,0,0,0,0,0.006822367,0,0.001964393,5,0.111077016,0.002837296,0.363636364,0,,,
musical,0.000678421,0.000269692,0.001468129,0,0,0,0,0,0,0,0.001137061,0.006268169,0.001964295,5,0.111076831,0.002837031,0.363636364,0,,,
guest,0.00011307,0.003505994,0,0.004409049,0,0.000590953,0,0,0,0,0.001137061,0,0.001951225,5,0.111052163,0.002801791,0.363636364,0,,,
port,0.00011307,0.000269692,0.002349006,0.002449472,0,0,0,0,0,0,0.004548244,0,0.001945897,5,0.111042106,0.002787424,0.363636364,0,,,
atomic,0.000565351,0.001618151,0.000880877,0.002449472,0,0,0,0.00420562,0,0,0,0,0.001943894,5,0.111038325,0.002782023,0.363636364,0,,,
anderson,0.000678421,0.000809076,0,0,0.000504767,0,0.001397947,0,0,0.006218512,0,0,0.001921744,5,0.110996518,0.002722299,0.363636364,0,,,
finnish,0.000904562,0.000269692,0,0,0,0.000590953,0,0.002803747,0,0,0,0.005014535,0.001916698,5,0.110986992,0.00270869,0.363636364,0,,,
phenomenographic,0.000678421,0,0,0,0,0,0,0.00420562,0.001884029,0.001554628,0,0.001253634,0.001915266,5,0.110984291,0.002704831,0.363636364,0,,,
robustness,0.000452281,0,0.001468129,0.002449472,0.004542905,0,0,0,0.00062801,0,0,0,0.001908159,5,0.110970876,0.002685667,0.363636364,0,,,
lexical,0.000452281,0.006202912,0.001761755,0.000489894,0,0.000590953,0,0,0,0,0,0,0.001899559,5,0.110954643,0.002662478,0.363636364,0,,,
cr,0.000678421,0.000539384,0,0,0.002523836,0,0.004892813,0,0,0.000777314,0,0,0.001882354,5,0.110922169,0.002616085,0.363636364,0,,,
rigor,0.00011307,0,0,0,0.000504767,0.000590953,0,0,0.005024078,0.003109256,0,0,0.001868425,5,0.110895878,0.002578527,0.363636364,0,,,
warning,0,0.000269692,0.001468129,0,0.000504767,0,0,0.00630843,0,0.000777314,0,0,0.001865666,5,0.110890672,0.002571089,0.363636364,0,,,
evaluative,0.001017632,0.004045378,0,0.000489894,0,0.002954763,0,0,0,0.000777314,0,0,0.001856996,5,0.110874307,0.002547711,0.363636364,0,,,
redundancy,0.002487545,0.001348459,0.000587252,0,0,0.004136668,0.000698973,0,0,0,0,0,0.001851779,5,0.11086446,0.002533645,0.363636364,0,,,
philosophical,0.00011307,0,0,0,0.000504767,0.005909526,0,0.001401873,0,0,0,0.001253634,0.001836574,5,0.11083576,0.002492645,0.363636364,0,,,
vertical,0.00022614,0.000539384,0.000880877,0.002449472,0.005047672,0,0,0,0,0,0,0,0.001828709,5,0.110820915,0.002471437,0.363636364,0,,,
paired,0.001243773,0.001078767,0,0,0.000504767,0,0.002795893,0.003504683,0,0,0,0,0.001825577,5,0.110815003,0.002462991,0.363636364,0,,,
consumption,0.001130702,0.001078767,0.000587252,0.000489894,0,0,0,0,0,0,0.005685306,0,0.001794384,5,0.110756128,0.002378884,0.363636364,0,,,
quadratic,0,0.001348459,0.000293626,0.000979789,0.005047672,0,0,0,0,0,0,0.001253634,0.001784636,5,0.110737728,0.002352598,0.363636364,0,,,
enroll,0.000791492,0,0,0.000489894,0.000504767,0,0,0,0.003140049,0.00388657,0,0,0.001762554,5,0.110696049,0.002293058,0.363636364,0,,,
serial,0.000339211,0,0.004698013,0.000979789,0.000504767,0,0,0,0,0,0.002274122,0,0.00175918,5,0.110689681,0.00228396,0.363636364,0,,,
geogebra,0.001243773,0.000269692,0.000293626,0,0,0,0.000698973,0,0,0,0,0.006268169,0.001754847,5,0.110681501,0.002272274,0.363636364,0,,,
intern,0.001243773,0.000539384,0,0,0.001009534,0.001772858,0,0.00420562,0,0,0,0,0.001754234,5,0.110680344,0.002270621,0.363636364,0,,,
misunderstanding,0.000339211,0,0,0.001959577,0,0.000590953,0,0.003504683,0,0,0.002274122,0,0.001733709,5,0.110641605,0.002215279,0.363636364,0,,,
spoken,0.001130702,0.004315069,0.000293626,0.000489894,0,0.00236381,0,0,0,0,0,0,0.00171862,5,0.110613125,0.002174594,0.363636364,0,,,
being,0.00022614,0,0,0,0,0.000590953,0.005591786,0.001401873,0,0.000777314,0,0,0.001717613,5,0.110611224,0.002171878,0.363636364,0,,,
efa,0.000452281,0.000539384,0,0,0.002523836,0.001181905,0,0,0.003768059,0,0,0,0.001693093,5,0.110564942,0.002105761,0.363636364,0,,,
individualistic,0,0.000269692,0,0,0.000504767,0.001181905,0,0,0.002512039,0.00388657,0,0,0.001670995,5,0.110523232,0.002046175,0.363636364,0,,,
bus,0.00022614,0,0.002349006,0.000489894,0,0,0,0,0.00062801,0,0.004548244,0,0.001648259,5,0.110480319,0.001984871,0.363636364,0,,,
ph,0.00011307,0,0.000587252,0.004409049,0,0.00236381,0,0.000700937,0,0,0,0,0.001634823,5,0.110454959,0.001948643,0.363636364,0,,,
spss,0.000339211,0.000539384,0.000880877,0,0,0,0.000698973,0.005607493,0,0,0,0,0.001613188,5,0.110414122,0.001890304,0.363636364,0,,,
flash,0.000791492,0,0.003229884,0.000979789,0,0,0,0.000700937,0,0,0.002274122,0,0.001595245,5,0.110380255,0.001841922,0.363636364,0,,,
demo,0.00011307,0.000269692,0.002055381,0.000979789,0,0,0,0,0,0,0.004548244,0,0.001593235,5,0.110376462,0.001836504,0.363636364,0,,,
extraction,0.001017632,0,0.001174503,0,0.000504767,0,0.000698973,0,0,0,0.004548244,0,0.001588824,5,0.110368136,0.00182461,0.363636364,0,,,
car,0.00011307,0,0.000880877,0.003919154,0,0,0.000698973,0,0,0,0.002274122,0,0.00157724,5,0.11034627,0.001793373,0.363636364,0,,,
heterogeneity,0.000678421,0.000269692,0,0,0.004542905,0.001181905,0,0,0,0,0.001137061,0,0.001561997,5,0.1103175,0.001752273,0.363636364,0,,,
analytically,0,0,0.000293626,0,0.001009534,0,0,0,0.00062801,0,0.004548244,0.001253634,0.00154661,5,0.110288457,0.001710783,0.363636364,0,,,
accounting,0.000452281,0.000809076,0,0,0.000504767,0,0.002795893,0,0,0.003109256,0,0,0.001534255,5,0.110265137,0.001677468,0.363636364,0,,,
interoperability,0.000565351,0.004315069,0.000587252,0.001469683,0,0,0.000698973,0,0,0,0,0,0.001527266,5,0.110251946,0.001658624,0.363636364,0,,,
mistake,0.001243773,0.000809076,0.000880877,0.000489894,0,0,0.00419384,0,0,0,0,0,0.001523492,5,0.110244823,0.001648448,0.363636364,0,,,
russian,0.00022614,0.000269692,0.000293626,0,0,0,0,0.00210281,0,0,0.004548244,0,0.001488102,5,0.110178026,0.001553024,0.363636364,0,,,
moderated,0.000339211,0.000269692,0,0,0,0.000590953,0.005591786,0,0.00062801,0,0,0,0.00148393,5,0.110170151,0.001541774,0.363636364,0,,,
vis,0.00022614,0.000539384,0,0,0.001009534,0,0.001397947,0.00420562,0,0,0,0,0.001475725,5,0.110154663,0.001519649,0.363636364,0,,,
kernel,0.00022614,0.000809076,0.000293626,0.000979789,0.005047672,0,0,0,0,0,0,0,0.00147126,5,0.110146237,0.001507611,0.363636364,0,,,
